Paris, Le Comptoir de la Gastronomie,4.5,(1.3k review),Français,€€,Châtelet/Les Halles 
Paris, Café de la Régence,4.1,(48 reviews),Français,€€,Palais Royal/Musée du Louvre 
Paris, Les Papilles,4.5,(259 reviews),Bars à vinsBistrot,€€€,Sorbonne/Panthéon 
Paris, Au Vieux Comptoir,4.1,(50 reviews),Français,€€€,Châtelet/Les Halles 
Paris, Les Papilles,4.5,(259 reviews),Bars à vinsBistrot,€€€,Sorbonne/Panthéon 
Paris, Au Vieux Comptoir,4.1,(50 reviews),Français,€€€,Châtelet/Les Halles 
Paris, Shakespeare and Company,4.5,(341 reviews),LibrairieCafés,€€,Notre Dame De Paris 
Paris, Le Voltaire,4.0,(51 reviews),Français,€€,Musée d'Orsay 
Paris, Brasserie de la Bourse,4.2,(13 reviews),FrançaisBrasseries,€€,Palais Royal/Musée du Louvre 
Paris, Grand Hôtel du Palais Royal,4.7,(21 reviews),HôtelsRestaurantsSalons de beauté & Spas,€€€,Palais Royal/Musée du LouvreThis is a placeholderCarita Spa et Le Lulli sont à cet endroit. + 
Paris, L’Auberge Café,4.1,(36 reviews),Français,€€,Châtelet/Les Halles 
Paris, Enza & Famiglia Trattoria Pasta,4.6,(55 reviews),Italien,€€,Châtelet/Les Halles 
Paris, Le Mazenay,4.7,(11 reviews),Bourguignon,€€,Arts & Métiers/Rambuteau 
Paris, La Maison de la Truffe,4.3,(104 reviews),Français,€€€€,Concorde/Madeleine 
Paris, Nossa,4.5,(35 reviews),PortugaisRôtisserie,€,5ème 
Paris, Itacate,4.0,(46 reviews),Mexicain,€€,Châtelet/Les Halles 
Paris, Restaurant Véro-Dodat,4.5,(8 reviews),Français,€€,Palais Royal/Musée du Louvre 
Paris, El Nopal,4.1,(147 reviews),Mexicain,€€,10ème 
Paris, Le Potager du Père Thierry,4.6,(471 reviews),Français,€€,Montmartre 
Paris, Claus - La Table du Petit-Déjeuner,4.3,(247 reviews),Petit déjeuner & brunchCafés,€€€,Palais Royal/Musée du Louvre 
Paris, Le Jules Verne,4.2,(60 reviews),Français,€€€€,Tour Eiffel/Champ de Mars 
Paris, Le Louis,4.4,(34 reviews),Français,€€€,Bourse 
Paris, Les Philosophes,3.8,(367 reviews),Bistrot,€€,Marais 
Paris, Le Volant Basque,4.6,(244 reviews),Basque,€€,15ème 
Paris, Paul,4.3,(34 reviews),Boulangeries-pâtisseriesSandwichs,€€,1er 
Paris, Le Louis,4.4,(34 reviews),Français,€€€,Bourse 
Paris, Les Philosophes,3.8,(367 reviews),Bistrot,€€,Marais 
Paris, Le Volant Basque,4.6,(244 reviews),Basque,€€,15ème 
Paris, Paul,4.3,(34 reviews),Boulangeries-pâtisseriesSandwichs,€€,1er 
Paris, Septime,4.3,(151 reviews),Cuisine européenne moderne,€€€€,Ledru-Rollin 
Paris, Le Caveau du Palais,4.4,(25 reviews),Français,€€€,1er 
Paris, Bouillon Pigalle,3.6,(128 reviews),Français,€€,Pigalle 
Paris, Les Embruns,4.4,(73 reviews),FrançaisCrêperies,€€,Bercy 
Paris, Mystery Cuisine,4.8,(13 reviews),Français,€€€€,Palais Royal/Musée du Louvre 
Paris, Le Recrutement,3.8,(97 reviews),Brasseries,€€,Invalides 
Paris, Les Ursulines,4.5,(8 reviews),Français,€€,Sorbonne/Panthéon 
Paris, L’Ange 20,4.8,(52 reviews),Français,€€€,Bastille 
Paris, Le Louchébem,3.8,(192 reviews),Viandes,€€€,Châtelet/Les Halles 
Paris, Le Bon Georges,4.3,(63 reviews),Bistrot,€€€,9ème 
Paris, Le Mimosa,3.5,(8 reviews),Cafés,€€,Châtelet/Les Halles 
Paris, L’Imprimerie,3.8,(49 reviews),Cafés,€€,1er 
Paris, Heureux Comme Alexandre,4.4,(126 reviews),Fondue et raclette,€€,Saint-Michel/Odéon 
Paris, Café Saint-Régis,4.1,(192 reviews),FrançaisPetit déjeuner & brunch,€€,Île de la Cité/Île Saint Louis 
Paris, Le Florimond,4.6,(84 reviews),Français,€€€,7ème 
Paris, Opium la Cabane,4.8,(48 reviews),Fruits de merItalien,€€€,Saint-Germain-Des-Prés 
Paris, LouLou,3.9,(60 reviews),Italien,€€€,1er 
Paris, Le Confidentiel,4.4,(8 reviews),FrançaisBars Lounge,€€€,8ème 
Paris, Guy Savoy,4.6,(91 reviews),Français,€€€€,Saint-Germain-Des-Prés 
Paris, Le Confidentiel,4.4,(8 reviews),FrançaisBars Lounge,€€€,8ème 
Paris, Guy Savoy,4.6,(91 reviews),Français,€€€€,Saint-Germain-Des-Prés 
Paris, Firmine,4.0,(483 reviews),ItalienFrançais,€€,Tour Eiffel/Champ de Mars 
Paris, Il Etait un Square,4.8,(47 reviews),BurgerFrançais,€€,Port Royal/Gobelins 
Paris, Maison Sauvage,3.8,(62 reviews),FrançaisPetit déjeuner & brunch,€€,Saint-Germain-Des-Prés 
Paris, Le Petit Cler,4.2,(411 reviews),Bistrot,€€,7ème 
Paris, Miznon,4.4,(188 reviews),Cuisine orientale,€€,Marais 
Paris, Chez France,4.5,(43 reviews),Français,€€€,7ème 
Paris, Essaouira,4.5,(56 reviews),Marocain,€€,Trocadéro/Iéna 
Paris, L’Epicure,4.6,(176 reviews),FrançaisPetit déjeuner & brunch,€€€€,8ème 
Paris, Monsieur Bleu,4.0,(205 reviews),FrançaisPetit déjeuner & brunch,€€€€,Trocadéro/Iéna 
Paris, Ô Chateau,4.4,(163 reviews),Bars à vinsFrançais,€€,Châtelet/Les Halles 
Paris, Bistrot Valois,3.4,(11 reviews),Bistrot,€€€,Palais Royal/Musée du Louvre 
Paris, Fajitas,4.2,(164 reviews),Mexicain,€€,Saint-Michel/Odéon 
Paris, Les Bougresses,4.6,(61 reviews),Français,€€€,Marais 
Paris, Le Petit Châtelet,4.2,(148 reviews),Français,€€€,Notre Dame De Paris 
Paris, Les Canailles,4.6,(35 reviews),Français,€€€,Saint-Georges 
Paris, Le Porte Pot,4.3,(134 reviews),Bars à vinsBistrot,€€,Saint-Michel/Odéon 
Paris, Aux Lyonnais,3.9,(75 reviews),FrançaisBistrotCuisine lyonnaise,€€€,Bourse 
Paris, Girafe,3.5,(127 reviews),FrançaisFruits de mer,€€€€,Trocadéro/Iéna 
Paris, Pho 14 Opera,4.0,(92 reviews),VietnamienChinoisCuisines asiatiques,€€,Palais Royal/Musée du Louvre 
Paris, Langousta,4.9,(41 reviews),Fruits de mer,€€,Auteuil 
Paris, Gumbo Yaya,4.3,(82 reviews),PouletCuisine américaine,€€,Colonel Fabien/Goncourt 
Paris, Pho 14 Opera,4.0,(92 reviews),VietnamienChinoisCuisines asiatiques,€€,Palais Royal/Musée du Louvre 
Paris, Langousta,4.9,(41 reviews),Fruits de mer,€€,Auteuil 
Paris, Gumbo Yaya,4.3,(82 reviews),PouletCuisine américaine,€€,Colonel Fabien/Goncourt 
Paris, Chez Gladines,4.1,(256 reviews),BasqueCuisine du sud-ouest,€€,Butte Aux Cailles 
Paris, The Brooklyn,4.3,(24 reviews),Bars à vinsBars à CocktailsFrançais,€€,Beaubourg 
Paris, Le Fumoir,3.8,(317 reviews),Bars LoungeCuisine européenne moderne,€€€,Châtelet/Les Halles 
Paris, Chez Alain Miam Miam,4.7,(178 reviews),CrêperiesBoulangeries-pâtisseriesSandwichs,€€,Marais Nord 
Paris, Chez Alain Miam Miam,4.7,(178 reviews),CrêperiesBoulangeries-pâtisseriesSandwichs,€€,Marais Nord 
Paris, Matamata Coffee Bar,4.7,(91 reviews),Cafés et thésPetit déjeuner & brunchSandwichs,€€,Etienne Marcel/Montorgueil 
Paris, Le Cochon à l’Oreille,4.1,(34 reviews),FrançaisBars à vinsCuisine européenne moderne,€€,Châtelet/Les Halles 
Paris, Le Petit Médicis,4.4,(18 reviews),Français,€€€,Luxembourg 
Paris, Au Petit Tonneau,4.7,(45 reviews),Bistrot,€€€,7ème 
Paris, Chez Germaine,4.1,(25 reviews),Français,€€,7ème 
Paris, Les Petites Bouchées,4.5,(72 reviews),Bars à tapasPubs gastronomiques,€€,Marais 
Paris, Le Bistrot d’Henri,4.3,(135 reviews),Français,€€€,Saint-Germain-Des-Prés 
Paris, Le Cirque,3.9,(12 reviews),Français,€€,Beaubourg 
Paris, La Grande Cremerie,4.5,(35 reviews),Bars à vinsFrançais,€€,Saint-Germain-Des-Prés 
Paris, La Vache et le Cuisinier,4.8,(81 reviews),Français,€€€,Montmartre 
Paris, Chez Savy,4.4,(39 reviews),FrançaisBrasseries,€€€,Avenue Montaigne/Faubourg St-Honoré 
Paris, Au Bon Coin,4.6,(17 reviews),Bistrot,€€,Port Royal/Gobelins 
Paris, Au Bon Accueil,4.4,(90 reviews),Français,€€€,Tour Eiffel/Champ de Mars 
Paris, L’Assignat,4.2,(12 reviews),FrançaisCafés,€,Saint-Germain-Des-Prés 
Paris, Sacrée Fleur,4.6,(102 reviews),Français,€€€,18ème 
Paris, Banh Mi,4.5,(166 reviews),VietnamienSandwichs,€,République 
Paris, Chungking Express,4.5,(20 reviews),ChinoisFondue chinoise,€€,9ème 
Paris, Le Bouledogue,4.1,(59 reviews),FrançaisBarsBrasseries,€€,Beaubourg 
Paris, L’Avant Comptoir du Marché,4.6,(14 reviews),Bars à tapas,€€,Saint-Germain-Des-Prés 
Paris, Table,4.6,(14 reviews),FrançaisCuisine européenne moderne,€€€€,Bercy 
Paris, Ferdi,4.0,(152 reviews),FrançaisEspagnolFruits de mer,€€€,Concorde/Madeleine 
Paris, Restaurant Bachaumont,4.2,(11 reviews),FrançaisVie nocturneSpécialités culinaires,€€€,Etienne Marcel/Montorgueil 
Marseille, La Nautique,4.3,(59 reviews),FrançaisFruits de merMéditerranéen,€€, 
Marseille, La Caravelle,4.0,(262 reviews),BarsProvençal,€€,Hotel de Ville 
Marseille, Le Café de la Banque,4.4,(64 reviews),BrasseriesBarsPetit déjeuner & brunch,€€,Préfecture 
Marseille, Le Petit Flore,4.8,(24 reviews),MéditerranéenFrançais,€€,Opéra 
Marseille, Ummagumma,4.4,(78 reviews),FrançaisPetites assiettes et planches,€€€,Notre Dame du Mont 
Marseille, Le Corto,4.3,(65 reviews),Petites assiettes et planchesFrançaisMéditerranéen,€€,Notre Dame du Mont 
Marseille, Le Bistrot des Dames,4.3,(21 reviews),Bistrot,€€€,Opéra 
Marseille, Bistrot l’Horloge,3.8,(46 reviews),BistrotBars à vins,€€,Opéra 
Marseille, O’Bidul,4.6,(30 reviews),Français,€€,Préfecture 
Marseille, Elyssa,4.6,(9 reviews),MarocainCuisine orientale,€€,Saint Victor 
Marseille, Un Mexicain à Marseille,4.5,(6 reviews),Mexicain,€,Notre Dame du Mont 
Marseille, Au Petit Nice,4.0,(112 reviews),BarsCafés,€,Thier 
Marseille, Les Délices du Vieux Port,4.4,(12 reviews),Boulangeries-pâtisseriesSandwichs,€,Opéra 
Marseille, Le Mas,4.0,(44 reviews),Français,€€,Opéra 
Marseille, Au Doyen,3.8,(10 reviews),Français,€€,Hotel de Ville 
Marseille, Aux Demoiselles du Mont,4.6,(36 reviews),Français,€€,Notre Dame du Mont 
Marseille, Vinonéo,4.4,(56 reviews),FrançaisBars à vinsMéditerranéen,€€,Hotel de Ville 
Marseille, Le Péron,3.9,(164 reviews),Cuisine européenne moderneFruits de mer,€€€€,Endoume 
Marseille, Le Marengo,4.3,(53 reviews),BarsBurgerBrasseries,€€,Notre Dame du Mont 
Marseille, La Côte de Boeuf,3.8,(195 reviews),BBQ & GrilladesViandesProvençal,€€€,Opéra 
Marseille, Le Jardin d’à Côté,3.8,(29 reviews),Méditerranéen,€€,Notre Dame du Mont 
Marseille, La Passarelle,3.8,(83 reviews),FrançaisMéditerranéen,€€€,Saint Victor 
Marseille, Emilie and The Cool Kids,3.9,(7 reviews),Petit déjeuner & brunchBagelsBoulangeries-pâtisseries,€,Opéra 
Marseille, Le Bistrot à Vin,3.9,(76 reviews),BistrotBars à vins,€€,Opéra 
Marseille, Abaco,4.4,(25 reviews),Français,€€,Le Pharo 
Marseille, La Cantinetta,3.8,(285 reviews),Italien,€€€,Notre Dame du Mont 
Marseille, Le Cercle Rouge,4.6,(65 reviews),Bars à tapasCorseBars à Cocktails,€€,Thier 
Marseille, Shanghai Kitchen,5.0,(10 reviews),Cuisine de Shanghai,€€€,Opéra 
Marseille, Le Quinze,3.8,(152 reviews),Français,€€,Notre Dame du Mont 
Marseille, Le Bouchon Provençal,3.9,(41 reviews),Restaurants,€€€,Opéra 
Marseille, L’Escapade Marseillaise,4.3,(58 reviews),Méditerranéen,€€€,Vauban 
Marseille, Café de l’Abbaye,3.8,(34 reviews),BistrotCafésBrasseries,€€,Saint Victor 
Marseille, L’Estaminet Matinal,4.6,(7 reviews),FrançaisCafés,€,Notre Dame du Mont 
Marseille, Café Vian,4.3,(119 reviews),Bars à vinsProvençalBBQ & Grillades,€€€,Notre Dame du Mont 
Marseille, La Casertane,3.9,(107 reviews),Italien,€€,Opéra 
Marseille, Sauveur,4.4,(132 reviews),Pizza,€€,Noailles 
Marseille, La Table du Fort,4.3,(58 reviews),Français,€€€,Opéra 
Marseille, Aux Antipodes,4.8,(8 reviews),BrésilienFrançaisThaï,€€€,Opéra 
Marseille, La Baie du Dragon,4.4,(66 reviews),Cuisine fusion asiatiqueVégétarienVietnamien,€€,Notre Dame du Mont 
Marseille, Chez Michel,4.0,(34 reviews),Fruits de mer,€€€€,Le Pharo 
Marseille, Maison Geney,4.7,(19 reviews),Cafés et thésPâtisseriesPetit déjeuner & brunch,€€,Hotel de Ville 
Marseille, Le Grand Escalier,4.4,(10 reviews),Brasseries,€€,Belsunce 
Marseille, La Cantine,4.0,(108 reviews),Méditerranéen,€€€,Opéra 
Marseille, Bobolivo,3.9,(59 reviews),BrasseriesBistrotFrançais,€€,Hotel de Ville 
Marseille, L’Embarcadère,4.7,(3 reviews),Brasseries,€€€,La Joliette 
Marseille, Au Coeur du Panier,4.3,(17 reviews),Français,€€€,Les Grandes Carmes 
Marseille, Les Panisses,3.8,(39 reviews),FrançaisBrasseries,€€,Opéra 
Marseille, Treize en Vue,4.6,(45 reviews),BistrotFrançais,€€,Palais de Justice 
Marseille, La Maison des Raviolis,4.1,(29 reviews),Dim SumCuisines asiatiques,€€,Préfecture 
Marseille, Lilin,5.0,(3 reviews),ChinoisWokCuisines asiatiques,€€,Opéra 
Marseille, Le Charles,4.5,(2 reviews),Français,€€,Palais de Justice 
Marseille, Brasserie des Templiers,3.9,(19 reviews),BarsCafésBrasseries,€€,Belsunce 
Marseille, La Folle Epoque,4.1,(35 reviews),Brasseries,€€,Préfecture 
Marseille, Chez Les Garçons,4.4,(12 reviews),Corse,€€€,Préfecture 
Marseille, La Goulette,3.9,(22 reviews),Cuisine orientale,€,Noailles 
Marseille, Shuriken,4.5,(4 reviews),Sushis,€€,Préfecture 
Marseille, La Tasca,3.8,(386 reviews),Petites assiettes et planchesBars à Cocktails,€€,La Conception 
Marseille, La Manne,4.3,(12 reviews),FrançaisMéditerranéen,€€,Les Réformés 
Marseille, Chez Nous,4.6,(26 reviews),Français,€€,Notre Dame du Mont 
Marseille, L’Insolite,4.1,(9 reviews),FrançaisBurgerPizza,€€€€,Préfecture 
Marseille, Entre Terre et Mer,4.2,(6 reviews),Fruits de mer,€€€,Hotel de Ville 
Marseille, Chez Mama Africa,4.1,(18 reviews),Cuisine africaine,€€,Noailles 
Marseille, Le Citronnier,4.8,(15 reviews),FrançaisCuisine du mondeSud-Africain,€€,La Blancarde 
Marseille, Le Resto Provençal,4.0,(83 reviews),Provençal,€€,Notre Dame du Mont 
Marseille, Le Fantastique,4.2,(17 reviews),Français,€€,Lodi 
Marseille, Le Palais,4.5,(4 reviews),FrançaisCafésBrasseries,€€,Palais de Justice 
Marseille, Bistro du Cours,4.4,(66 reviews),Bistrot,€€€,Notre Dame du Mont 
Marseille, Toinou,3.7,(217 reviews),Fruits de merPoissonneries,€€€,Noailles 
Marseille, Chez Roger,3.9,(13 reviews),Fruits de merFrançais,€€€,Hotel de Ville 
Marseille, Le Bistrot Asiatique,4.4,(12 reviews),Cuisines asiatiques,€€,Palais de Justice 
Marseille, L’Aromat,4.0,(117 reviews),Français,€€€,Opéra 
Marseille, Côté Rue,4.7,(19 reviews),Français,€€,Hotel de Ville 
Marseille, L’Egoïste,3.9,(11 reviews),BistrotFrançais,€€,Opéra 
Marseille, Terra di Sicilia,4.7,(3 reviews),Italien,€€,Castellane 
Marseille, Le Réservoir,4.5,(2 reviews),Bars à vinsFrançais,€€,Belsunce 
Marseille, L’Epuisette,4.3,(145 reviews),FrançaisMéditerranéen,€€€€,Endoume 
Marseille, Le Petit Nice Passedat,4.2,(154 reviews),FrançaisFruits de mer,€€€€,Endoume 
Marseille, La Table Cinq,4.3,(45 reviews),Français,€€€,Les Cinq Avenues 
Marseille, Wadina,4.4,(94 reviews),LibanaisHalalVégétarien,€€,Vauban 
Marseille, La Vieille Pelle,4.1,(83 reviews),Italien,€€,Hotel de Ville 
Marseille, Le Marseillais,4.0,(7 reviews),Français,€€€,Opéra 
Marseille, Castell York,4.0,(6 reviews),BrasseriesCafés,€€,Castellane 
Marseille, Il Gusto d’Oro,4.4,(5 reviews),PizzaItalien,€€,Préfecture 
Marseille, AM par Alexandre Mazzia,4.5,(14 reviews),Cuisine européenne moderneFrançais,€€€€,Saint Giniez 
Marseille, Mama Shelter - Restaurant,3.4,(39 reviews),FrançaisMéditerranéen,€€€,Notre Dame du Mont 
Marseille, Les Portes de Damas,4.3,(7 reviews),Syrienne,€€,Noailles 
Marseille, Taquería Loka,4.5,(11 reviews),MexicainBars à tapas,€€,Saint Victor 
Marseille, Ristorante Del Arte,3.8,(6 reviews),ItalienPizza,€€,Opéra 
Marseille, Le Comptoir des Docks,4.0,(7 reviews),Petites assiettes et planches,€€,La Joliette 
Marseille, Bar le Trianon,4.3,(4 reviews),FrançaisBars,€€,Opéra 
Marseille, Au Falafel,3.8,(61 reviews),Cuisine orientaleFast Food,€€,Opéra 
Marseille, Piment Thaï,3.9,(21 reviews),Thaï,€€,Notre Dame du Mont 
Marseille, La Cantine de Nour d’Egypte,4.6,(23 reviews),Egyptien,€€,Saint Charles 
Marseille, L’Hippocampe,3.8,(13 reviews),Fruits de merMéditerranéen,€€€€,Hotel de Ville 
Marseille, Axum,4.2,(11 reviews),Éthiopien,€€,Préfecture 
Marseille, Le Plaisir des Mets Provencaux,4.0,(2 reviews),ProvençalCafés,€,Castellane 
Marseille, La Cantine des Docks,3.8,(6 reviews),Français,€€,La Joliette 
Marseille, La Garbure,4.3,(110 reviews),Cuisine du sud-ouest,€€€,Notre Dame du Mont 
Marseille, L’Arôme,4.4,(51 reviews),Méditerranéen,€€€,Notre Dame du Mont 
Marseille, Shimla,4.3,(3 reviews),IndienVégétarienBangladais,€€,Préfecture 
Marseille, L’Ecomotive,4.2,(12 reviews),CafésEspaces de bureaux/coworking,€,Belsunce 
Marseille, Voglia di Pasta,3.8,(4 reviews),ItalienPizza,€€,Opéra 
Marseille, Al Dente,3.8,(256 reviews),Italien,€€€,Préfecture 
Marseille, Teavora,4.0,(97 reviews),Salons de théShoppingRestaurants,€€,Saint Charles 
Marseille, Pierrot Coquillages,4.3,(11 reviews),Fruits de mer,€€,Saint Giniez 
Marseille, Ghomrassen,4.6,(10 reviews),Marocain,€,Belsunce 
Marseille, Brocéliande,4.2,(67 reviews),CrêperiesBrasseries,€€,Opéra 
Marseille, Les Arcenaulx,3.9,(103 reviews),FrançaisLibrairie,€€€,Opéra 
Marseille, Le Bistrot Saint-Jacques,3.8,(5 reviews),BistrotFrançais,€€,Préfecture 
Marseille, La Bonne Mère,4.3,(3 reviews),Pizza,€,Vauban 
Marseille, Relais Corse,4.0,(45 reviews),CorseBars à vinsBars à tapas,€€,Castellane 
Marseille, Le Comptoir Dugommier,4.2,(24 reviews),Brasseries,€€, 
